"ensembl_gene_id"	"go_id"	"go_term_name"	"go_term_type"	"gene_biotype"
"4232"	"TGME49-267590"	"GO:0016020"	"membrane"	"cellular_component"	"protein_coding"
"4233"	"TGME49-267590"	"GO:0005789"	"endoplasmic reticulum membrane"	"cellular_component"	"protein_coding"
"4234"	"TGME49-267590"	"GO:0005783"	"endoplasmic reticulum"	"cellular_component"	"protein_coding"
"4235"	"TGME49-271270"	"GO:0016021"	"integral component of membrane"	"cellular_component"	"protein_coding"
"4236"	"TGME49-271270"	"GO:0016020"	"membrane"	"cellular_component"	"protein_coding"
"4237"	"TGME49-310260"	""	""	""	"protein_coding"
"4238"	"TGME49-315770"	"GO:0016021"	"integral component of membrane"	"cellular_component"	"protein_coding"
"4239"	"TGME49-315770"	"GO:0005506"	"iron ion binding"	"molecular_function"	"protein_coding"
"4240"	"TGME49-315770"	"GO:0016705"	"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen"	"molecular_function"	"protein_coding"
"4241"	"TGME49-315770"	"GO:0020037"	"heme binding"	"molecular_function"	"protein_coding"
"4242"	"TGME49-315770"	"GO:0070330"	"aromatase activity"	"molecular_function"	"protein_coding"
"4243"	"TGME49-315770"	"GO:0016491"	"oxidoreductase activity"	"molecular_function"	"protein_coding"
"4244"	"TGME49-315770"	"GO:0046872"	"metal ion binding"	"molecular_function"	"protein_coding"
"4245"	"TGME49-315770"	"GO:0016020"	"membrane"	"cellular_component"	"protein_coding"
"4246"	"TGME49-315770"	"GO:0004497"	"monooxygenase activity"	"molecular_function"	"protein_coding"
"4247"	"TGME49-267470"	"GO:0003677"	"DNA binding"	"molecular_function"	"protein_coding"
"4248"	"TGME49-267470"	"GO:0006355"	"regulation of transcription, DNA-templated"	"biological_process"	"protein_coding"
"4249"	"TGME49-267470"	"GO:0003676"	"nucleic acid binding"	"molecular_function"	"protein_coding"
"4250"	"TGME49-217540"	"GO:0003723"	"RNA binding"	"molecular_function"	"protein_coding"
"4251"	"TGME49-217540"	"GO:0003676"	"nucleic acid binding"	"molecular_function"	"protein_coding"
"4252"	"TGME49-246990"	""	""	""	"protein_coding"
"4253"	"TGME49-234460"	"GO:0046872"	"metal ion binding"	"molecular_function"	"protein_coding"
"4254"	"TGME49-215900"	""	""	""	"protein_coding"
"4255"	"TGME49-231050"	""	""	""	"protein_coding"
"4256"	"TGME49-236220"	"GO:0016021"	"integral component of membrane"	"cellular_component"	"protein_coding"
"4257"	"TGME49-236220"	"GO:0008180"	"COP9 signalosome"	"cellular_component"	"protein_coding"
"4258"	"TGME49-236220"	"GO:0005634"	"nucleus"	"cellular_component"	"protein_coding"
"4259"	"TGME49-236220"	"GO:0016020"	"membrane"	"cellular_component"	"protein_coding"
"4260"	"TGME49-236220"	"GO:0005737"	"cytoplasm"	"cellular_component"	"protein_coding"
"4261"	"TGME49-270290"	""	""	""	"protein_coding"
"4262"	"TGME49-219160"	""	""	""	"protein_coding"
"4263"	"TGME49-223750"	""	""	""	"protein_coding"
"4264"	"TGME49-226380"	"GO:0016021"	"integral component of membrane"	"cellular_component"	"protein_coding"
"4265"	"TGME49-226380"	"GO:0016020"	"membrane"	"cellular_component"	"protein_coding"
"4266"	"TGME49-218358"	"GO:0008270"	"zinc ion binding"	"molecular_function"	"protein_coding"
"4267"	"TGME49-218358"	"GO:0003676"	"nucleic acid binding"	"molecular_function"	"protein_coding"
"4268"	"TGME49-226730"	"GO:0008152"	"metabolic process"	"biological_process"	"protein_coding"
"4269"	"TGME49-226730"	"GO:0003994"	"aconitate hydratase activity"	"molecular_function"	"protein_coding"
"4270"	"TGME49-226730"	"GO:0046872"	"metal ion binding"	"molecular_function"	"protein_coding"
"4271"	"TGME49-226730"	"GO:0016829"	"lyase activity"	"molecular_function"	"protein_coding"
"4272"	"TGME49-226730"	"GO:0051536"	"iron-sulfur cluster binding"	"molecular_function"	"protein_coding"
"4273"	"TGME49-226730"	"GO:0047780"	"citrate dehydratase activity"	"molecular_function"	"protein_coding"
"4274"	"TGME49-310780"	""	""	""	"protein_coding"
"4275"	"TGME49-218810"	"GO:0005737"	"cytoplasm"	"cellular_component"	"protein_coding"
"4276"	"TGME49-218810"	"GO:0004812"	"aminoacyl-tRNA ligase activity"	"molecular_function"	"protein_coding"
"4277"	"TGME49-218810"	"GO:0000049"	"tRNA binding"	"molecular_function"	"protein_coding"
"4278"	"TGME49-218810"	"GO:0002161"	"aminoacyl-tRNA editing activity"	"molecular_function"	"protein_coding"
"4279"	"TGME49-218810"	"GO:0051500"	"D-tyrosyl-tRNA(Tyr) deacylase activity"	"molecular_function"	"protein_coding"
"4280"	"TGME49-218810"	"GO:0003723"	"RNA binding"	"molecular_function"	"protein_coding"
"4281"	"TGME49-218810"	"GO:0016787"	"hydrolase activity"	"molecular_function"	"protein_coding"
"4282"	"TGME49-218810"	"GO:0106074"	"aminoacyl-tRNA metabolism involved in translational fidelity"	"biological_process"	"protein_coding"
"4283"	"TGME49-218810"	"GO:0051499"	"D-aminoacyl-tRNA deacylase activity"	"molecular_function"	"protein_coding"
"4284"	"TGME49-218810"	"GO:0006399"	"tRNA metabolic process"	"biological_process"	"protein_coding"
"4285"	"TGME49-246760"	"GO:0006396"	"RNA processing"	"biological_process"	"protein_coding"
"4286"	"TGME49-246760"	"GO:0005515"	"protein binding"	"molecular_function"	"protein_coding"
"4287"	"TGME49-233180"	""	""	""	"protein_coding"
"4288"	"TGME49-314860"	"GO:0003723"	"RNA binding"	"molecular_function"	"protein_coding"
"4289"	"TGME49-314860"	"GO:0008270"	"zinc ion binding"	"molecular_function"	"protein_coding"
"4290"	"TGME49-314860"	"GO:0003676"	"nucleic acid binding"	"molecular_function"	"protein_coding"
"4291"	"TGME49-314860"	"GO:0000398"	"mRNA splicing, via spliceosome"	"biological_process"	"protein_coding"
"4292"	"TGME49-314860"	"GO:0045131"	"pre-mRNA branch point binding"	"molecular_function"	"protein_coding"
"4293"	"TGME49-314860"	"GO:0006397"	"mRNA processing"	"biological_process"	"protein_coding"
"4294"	"TGME49-314860"	"GO:0008380"	"RNA splicing"	"biological_process"	"protein_coding"
"4295"	"TGME49-314860"	"GO:0005634"	"nucleus"	"cellular_component"	"protein_coding"
"4296"	"TGME49-314860"	"GO:0046872"	"metal ion binding"	"molecular_function"	"protein_coding"
"4297"	"TGME49-314860"	"GO:0005681"	"spliceosomal complex"	"cellular_component"	"protein_coding"
"4298"	"TGME49-315670"	""	""	""	"protein_coding"
"4299"	"TGME49-313280"	"GO:0016226"	"iron-sulfur cluster assembly"	"biological_process"	"protein_coding"
"4300"	"TGME49-313280"	"GO:0097361"	"CIA complex"	"cellular_component"	"protein_coding"
"4301"	"TGME49-313280"	"GO:0005515"	"protein binding"	"molecular_function"	"protein_coding"
"4302"	"TGME49-270220"	"GO:0016021"	"integral component of membrane"	"cellular_component"	"protein_coding"
"4303"	"TGME49-270220"	"GO:0006506"	"GPI anchor biosynthetic process"	"biological_process"	"protein_coding"
"4304"	"TGME49-270220"	"GO:0004584"	"obsolete dolichyl-phosphate-mannose-glycolipid alpha-mannosyltransferase activity"	"molecular_function"	"protein_coding"
"4305"	"TGME49-270220"	"GO:0016740"	"transferase activity"	"molecular_function"	"protein_coding"
"4306"	"TGME49-270220"	"GO:0016020"	"membrane"	"cellular_component"	"protein_coding"
"4307"	"TGME49-270220"	"GO:0005789"	"endoplasmic reticulum membrane"	"cellular_component"	"protein_coding"
"4308"	"TGME49-270220"	"GO:0016757"	"glycosyltransferase activity"	"molecular_function"	"protein_coding"
"4309"	"TGME49-270220"	"GO:0005783"	"endoplasmic reticulum"	"cellular_component"	"protein_coding"
"4310"	"TGME49-270220"	"GO:0097502"	"mannosylation"	"biological_process"	"protein_coding"
"4311"	"TGME49-270220"	"GO:0000009"	"alpha-1,6-mannosyltransferase activity"	"molecular_function"	"protein_coding"
"4312"	"TGME49-270220"	"GO:0004376"	"glycolipid mannosyltransferase activity"	"molecular_function"	"protein_coding"
"4313"	"TGME49-270750"	""	""	""	"protein_coding"
"4314"	"TGME49-212145"	""	""	""	"protein_coding"
"4315"	"TGME49-316570"	""	""	""	"protein_coding"
"4316"	"TGME49-227350"	"GO:0016021"	"integral component of membrane"	"cellular_component"	"protein_coding"
"4317"	"TGME49-227350"	"GO:0016020"	"membrane"	"cellular_component"	"protein_coding"
"4318"	"TGME49-310110"	""	""	""	"protein_coding"
"4319"	"TGME49-277880"	"GO:0016021"	"integral component of membrane"	"cellular_component"	"protein_coding"
"4320"	"TGME49-277880"	"GO:0016020"	"membrane"	"cellular_component"	"protein_coding"
"4321"	"TGME49-306860"	""	""	""	"protein_coding"
"4322"	"TGME49-310590"	"GO:0016021"	"integral component of membrane"	"cellular_component"	"protein_coding"
"4323"	"TGME49-310590"	"GO:0016020"	"membrane"	"cellular_component"	"protein_coding"
"4324"	"TGME49-247280"	"GO:0016021"	"integral component of membrane"	"cellular_component"	"protein_coding"
"4325"	"TGME49-247280"	"GO:0016020"	"membrane"	"cellular_component"	"protein_coding"
"4326"	"TGME49-312445"	""	""	""	"protein_coding"
"4327"	"TGME49-278580"	"GO:0016021"	"integral component of membrane"	"cellular_component"	"protein_coding"
"4328"	"TGME49-278580"	"GO:0016020"	"membrane"	"cellular_component"	"protein_coding"
"4329"	"TGME49-225790"	""	""	""	"protein_coding"
"4330"	"TGME49-271060"	"GO:0016192"	"vesicle-mediated transport"	"biological_process"	"protein_coding"
"4331"	"TGME49-271060"	"GO:0006904"	"vesicle docking involved in exocytosis"	"biological_process"	"protein_coding"
"4332"	"TGME49-231880"	""	""	""	"protein_coding"
"4333"	"TGME49-270930"	"GO:0006397"	"mRNA processing"	"biological_process"	"protein_coding"
"4334"	"TGME49-270930"	"GO:0006406"	"mRNA export from nucleus"	"biological_process"	"protein_coding"
"4335"	"TGME49-270930"	"GO:0000347"	"THO complex"	"cellular_component"	"protein_coding"
"4336"	"TGME49-306880"	""	""	""	"protein_coding"
"4337"	"TGME49-237550"	"GO:0003723"	"RNA binding"	"molecular_function"	"protein_coding"
"4338"	"TGME49-307830"	""	""	""	"protein_coding"
"4339"	"TGME49-230490"	"GO:0005524"	"ATP binding"	"molecular_function"	"protein_coding"
"4340"	"TGME49-230490"	"GO:0005509"	"calcium ion binding"	"molecular_function"	"protein_coding"
"4341"	"TGME49-230490"	"GO:0016308"	"1-phosphatidylinositol-4-phosphate 5-kinase activity"	"molecular_function"	"protein_coding"
"4342"	"TGME49-230490"	"GO:0016740"	"transferase activity"	"molecular_function"	"protein_coding"
"4343"	"TGME49-230490"	"GO:0016301"	"kinase activity"	"molecular_function"	"protein_coding"
"4344"	"TGME49-230490"	"GO:0016310"	"phosphorylation"	"biological_process"	"protein_coding"
"4345"	"TGME49-230490"	"GO:0000166"	"nucleotide binding"	"molecular_function"	"protein_coding"
"4346"	"TGME49-230490"	"GO:0016307"	"phosphatidylinositol phosphate kinase activity"	"molecular_function"	"protein_coding"
"4347"	"TGME49-230490"	"GO:0046488"	"phosphatidylinositol metabolic process"	"biological_process"	"protein_coding"
"4348"	"TGME49-230490"	"GO:0046854"	"phosphatidylinositol phosphate biosynthetic process"	"biological_process"	"protein_coding"
"4349"	"TGME49-230070"	"GO:0051537"	"2 iron, 2 sulfur cluster binding"	"molecular_function"	"protein_coding"
"4350"	"TGME49-230070"	"GO:0097428"	"protein maturation by iron-sulfur cluster transfer"	"biological_process"	"protein_coding"
"4351"	"TGME49-235010"	"GO:0016021"	"integral component of membrane"	"cellular_component"	"protein_coding"
"4352"	"TGME49-235010"	"GO:0016020"	"membrane"	"cellular_component"	"protein_coding"
"4353"	"TGME49-218430"	""	""	""	"tRNA"
"4354"	"TGME49-235478"	"GO:0005524"	"ATP binding"	"molecular_function"	"protein_coding"
"4355"	"TGME49-235478"	"GO:0015937"	"coenzyme A biosynthetic process"	"biological_process"	"protein_coding"
"4356"	"TGME49-235478"	"GO:0004594"	"pantothenate kinase activity"	"molecular_function"	"protein_coding"
"4357"	"TGME49-235478"	"GO:0016740"	"transferase activity"	"molecular_function"	"protein_coding"
"4358"	"TGME49-235478"	"GO:0016301"	"kinase activity"	"molecular_function"	"protein_coding"
"4359"	"TGME49-235478"	"GO:0016310"	"phosphorylation"	"biological_process"	"protein_coding"
"4360"	"TGME49-235478"	"GO:0000166"	"nucleotide binding"	"molecular_function"	"protein_coding"
"4361"	"TGME49-268450"	""	""	""	"tRNA"
"4362"	"TGME49-235550"	"GO:0008270"	"zinc ion binding"	"molecular_function"	"protein_coding"
"4363"	"TGME49-235550"	"GO:0071565"	"nBAF complex"	"cellular_component"	"protein_coding"
"4364"	"TGME49-235550"	"GO:0046872"	"metal ion binding"	"molecular_function"	"protein_coding"
"4365"	"TGME49-271145"	""	""	""	"protein_coding"
"4366"	"TGME49-309550"	""	""	""	"protein_coding"
"4367"	"TGME49-219450"	"GO:0005509"	"calcium ion binding"	"molecular_function"	"protein_coding"
"4368"	"TGME49-219450"	"GO:0005515"	"protein binding"	"molecular_function"	"protein_coding"
"4369"	"TGME49-215320"	""	""	""	"protein_coding"
"4370"	"TGME49-226000"	"GO:0015986"	"ATP synthesis coupled proton transport"	"biological_process"	"protein_coding"
"4371"	"TGME49-226000"	"GO:0045261"	"proton-transporting ATP synthase complex, catalytic core F(1)"	"cellular_component"	"protein_coding"
"4372"	"TGME49-226000"	"GO:0046933"	"proton-transporting ATP synthase activity, rotational mechanism"	"molecular_function"	"protein_coding"
"4373"	"TGME49-226000"	"GO:0016020"	"membrane"	"cellular_component"	"protein_coding"
"4374"	"TGME49-226000"	"GO:0006811"	"ion transport"	"biological_process"	"protein_coding"
"4375"	"TGME49-246910"	"GO:0008168"	"methyltransferase activity"	"molecular_function"	"protein_coding"
"4376"	"TGME49-246910"	"GO:0018024"	"histone-lysine N-methyltransferase activity"	"molecular_function"	"protein_coding"
"4377"	"TGME49-246910"	"GO:0016740"	"transferase activity"	"molecular_function"	"protein_coding"
"4378"	"TGME49-246910"	"GO:0032259"	"methylation"	"biological_process"	"protein_coding"
"4379"	"TGME49-246910"	"GO:0005515"	"protein binding"	"molecular_function"	"protein_coding"
"4380"	"TGME49-246690"	"GO:0003824"	"catalytic activity"	"molecular_function"	"protein_coding"
"4381"	"TGME49-246690"	"GO:0005975"	"carbohydrate metabolic process"	"biological_process"	"protein_coding"
"4382"	"TGME49-246690"	"GO:0003844"	"1,4-alpha-glucan branching enzyme activity"	"molecular_function"	"protein_coding"
"4383"	"TGME49-246690"	"GO:0005978"	"glycogen biosynthetic process"	"biological_process"	"protein_coding"
"4384"	"TGME49-246690"	"GO:0102752"	"1,4-alpha-glucan branching enzyme activity (using a glucosylated glycogenin as primer for glycogen synthesis)"	"molecular_function"	"protein_coding"
"4385"	"TGME49-246690"	"GO:0043169"	"cation binding"	"molecular_function"	"protein_coding"
"4386"	"TGME49-246690"	"GO:0016740"	"transferase activity"	"molecular_function"	"protein_coding"
"4387"	"TGME49-246690"	"GO:0016757"	"glycosyltransferase activity"	"molecular_function"	"protein_coding"
"4388"	"TGME49-313010"	"GO:0005524"	"ATP binding"	"molecular_function"	"protein_coding"
"4389"	"TGME49-313010"	"GO:0003676"	"nucleic acid binding"	"molecular_function"	"protein_coding"
"4390"	"TGME49-313010"	"GO:0004386"	"helicase activity"	"molecular_function"	"protein_coding"
"4391"	"TGME49-313010"	"GO:0003724"	"RNA helicase activity"	"molecular_function"	"protein_coding"
"4392"	"TGME49-313010"	"GO:0016787"	"hydrolase activity"	"molecular_function"	"protein_coding"
"4393"	"TGME49-313010"	"GO:0000166"	"nucleotide binding"	"molecular_function"	"protein_coding"
"4394"	"TGME49-269300"	"GO:0016021"	"integral component of membrane"	"cellular_component"	"protein_coding"
"4395"	"TGME49-269300"	"GO:0016787"	"hydrolase activity"	"molecular_function"	"protein_coding"
"4396"	"TGME49-269300"	"GO:0006629"	"lipid metabolic process"	"biological_process"	"protein_coding"
"4397"	"TGME49-269300"	"GO:0016020"	"membrane"	"cellular_component"	"protein_coding"
"4398"	"TGME49-215440"	"GO:0046872"	"metal ion binding"	"molecular_function"	"protein_coding"
"4399"	"TGME49-215440"	"GO:0008270"	"zinc ion binding"	"molecular_function"	"protein_coding"
"4400"	"TGME49-215440"	"GO:0007219"	"Notch signaling pathway"	"biological_process"	"protein_coding"
"4401"	"TGME49-215440"	"GO:0016740"	"transferase activity"	"molecular_function"	"protein_coding"
"4402"	"TGME49-215440"	"GO:0016567"	"protein ubiquitination"	"biological_process"	"protein_coding"
"4403"	"TGME49-248445"	""	""	""	"protein_coding"
"4404"	"TGME49-312490"	""	""	""	"protein_coding"
"4405"	"TGME49-227080"	"GO:0016422"	"mRNA (2'-O-methyladenosine-N6-)-methyltransferase activity"	"molecular_function"	"protein_coding"
"4406"	"TGME49-227080"	"GO:0080009"	"mRNA methylation"	"biological_process"	"protein_coding"
"4407"	"TGME49-227080"	"GO:0099122"	"RNA polymerase II C-terminal domain binding"	"molecular_function"	"protein_coding"
"4408"	"TGME49-300010"	"GO:0016021"	"integral component of membrane"	"cellular_component"	"protein_coding"
"4409"	"TGME49-300010"	"GO:0016020"	"membrane"	"cellular_component"	"protein_coding"
"4410"	"TGME49-300250"	"GO:0016021"	"integral component of membrane"	"cellular_component"	"protein_coding"
"4411"	"TGME49-300250"	"GO:0008643"	"carbohydrate transport"	"biological_process"	"protein_coding"
"4412"	"TGME49-300250"	"GO:0016020"	"membrane"	"cellular_component"	"protein_coding"
"4413"	"TGME49-268920"	"GO:0016301"	"kinase activity"	"molecular_function"	"protein_coding"
"4414"	"TGME49-268920"	"GO:0032958"	"inositol phosphate biosynthetic process"	"biological_process"	"protein_coding"
"4415"	"TGME49-268920"	"GO:0016740"	"transferase activity"	"molecular_function"	"protein_coding"
"4416"	"TGME49-268920"	"GO:0016310"	"phosphorylation"	"biological_process"	"protein_coding"
"4417"	"TGME49-251400"	"GO:0016021"	"integral component of membrane"	"cellular_component"	"protein_coding"
"4418"	"TGME49-251400"	"GO:0016020"	"membrane"	"cellular_component"	"protein_coding"
"4419"	"TGME49-247260"	""	""	""	"protein_coding"
"4420"	"TGME49-229210"	"GO:0030529"	"GO_0030529"	"go"	"protein_coding"
"4421"	"TGME49-229210"	"GO:0000398"	"mRNA splicing, via spliceosome"	"biological_process"	"protein_coding"
"4422"	"TGME49-229210"	"GO:0005515"	"protein binding"	"molecular_function"	"protein_coding"
"4423"	"TGME49-229210"	"GO:0030620"	"U2 snRNA binding"	"molecular_function"	"protein_coding"
"4424"	"TGME49-313820"	"GO:0016787"	"hydrolase activity"	"molecular_function"	"protein_coding"
"4425"	"TGME49-251630"	"GO:0016021"	"integral component of membrane"	"cellular_component"	"protein_coding"
"4426"	"TGME49-251630"	"GO:0055085"	"transmembrane transport"	"biological_process"	"protein_coding"
"4427"	"TGME49-251630"	"GO:0008324"	"cation transmembrane transporter activity"	"molecular_function"	"protein_coding"
"4428"	"TGME49-251630"	"GO:0016020"	"membrane"	"cellular_component"	"protein_coding"
"4429"	"TGME49-251630"	"GO:0006812"	"cation transport"	"biological_process"	"protein_coding"
