source_id	description	gene_type	input_ID	external_gene_name	Computed_GO_Component_ID	Computed_GO_Component	Computed_GO_Function_ID	Computed_GO_Function	Computed_GO_Progess_ID	Computed_GO_Progress	Curated_GO_Component_ID	Curated_GO_Component	Curated_GO_Function_ID	Curated_GO_Function	Curated_GO_Process_ID	Curated_GO_Process	ensembl_gene_id	description_1	hyperlopet_allocation
TGME49_297470-t26_1	myosin light chain 2, putative	protein coding gene	TGME49_297470	N/A	N/A	N/A	GO:0005509	calcium ion binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-297470	myosin light chain 2	PM - peripheral 1
TGME49_297880-t26_1	dense granule protein DG32	protein coding gene	TGME49_297880	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-297880	dense granule protein DG32	dense granules
TGME49_297970-t26_1	aspartyl aminopeptidase	protein coding gene	TGME49_297970	N/A	N/A	N/A	GO:0004177;GO:0008237;GO:0008270	aminopeptidase activity;metallopeptidase activity;zinc ion binding	GO:0006508	proteolysis	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-297970	aspartyl aminopeptidase	cytosol
TGME49_299060-t26_1	sodium/hydrogen exchanger NHE2	protein coding gene	TGME49_299060	N/A	GO:0016021	integral component of membrane	GO:0015299	solute:proton antiporter activity	GO:0006812;GO:0055085	cation transport;transmembrane transport	GO:0045177	apical part of cell	N/A	N/A	N/A	N/A	TGME49-299060	sodium/hydrogen exchanger NHE2	rhoptries 2
TGME49_299780-t26_1	hypothetical protein	protein coding gene	TGME49_299780	N/A	GO:0016021	integral component of membrane	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-299780	hypothetical protein	dense granules
TGME49_299970-t26_1	tetratricopeptide repeat-containing protein	protein coding gene	TGME49_299970	N/A	N/A	N/A	GO:0005515	protein binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-299970	tetratricopeptide repeat-containing protein	IMC
TGME49_300100-t26_1	rhoptry neck protein RON2	protein coding gene	TGME49_300100	RON2	GO:0005737;GO:0005576;GO:0020002;GO:0016021	cytoplasm;extracellular region;host cell plasma membrane;integral component of membrane	N/A	N/A	N/A	N/A	GO:0045177;GO:0070258	apical part of cell;inner membrane pellicle complex	N/A	N/A	N/A	N/A	TGME49-300100	rhoptry neck protein RON2	rhoptries 1
TGME49_300120-t26_1	aminotransferase, class V superfamily protein	protein coding gene	TGME49_300120	N/A	N/A	N/A	GO:0003824;GO:0031071;GO:0008483	catalytic activity;cysteine desulfurase activity;transaminase activity	GO:0008152	metabolic process	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-300120	aminotransferase	unknown
TGME49_300190-t26_1	ribosomal protein RPL37A	protein coding gene	TGME49_300190	RPL37A	GO:0005622;GO:0005840	intracellular anatomical structure;ribosome	GO:0003735	structural constituent of ribosome	GO:0006412	translation	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-300190	ribosomal protein RPL37A	60S ribosome
TGME49_300240-t26_1	syntaxin 6, n-terminal protein	protein coding gene	TGME49_300240	N/A	GO:0016021;GO:0016020	integral component of membrane;membrane	N/A	N/A	GO:0048193;GO:0016192	Golgi vesicle transport;vesicle-mediated transport	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-300240	syntaxin 6	Golgi
TGME49_300260-t26_1	threonyl-tRNA synthetase family protein	protein coding gene	TGME49_300260	N/A	GO:0005737	cytoplasm	GO:0005524;GO:0004812;GO:0000166;GO:0004829	ATP binding;aminoacyl-tRNA ligase activity;nucleotide binding;threonine-tRNA ligase activity	GO:0043039;GO:0006418;GO:0006435	tRNA aminoacylation;tRNA aminoacylation for protein translation;threonyl-tRNA aminoacylation	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-300260	threonyl-tRNA synthetase family protein	cytosol
TGME49_301170-t26_1	SAG-related sequence SRS19D	protein coding gene	TGME49_301170	SRS19D	GO:0016020	membrane	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-301170	SAG-related sequence SRS19D	PM - peripheral 1
TGME49_301410-t26_1	hypothetical protein	protein coding gene	TGME49_301410	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-301410	hypothetical protein	nucleus - chromatin
TGME49_301420-t26_1	hypothetical protein	protein coding gene	TGME49_301420	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-301420	hypothetical protein	apical 1
TGME49_301440-t26_1	calcium-dependent protein kinase CDPK1	protein coding gene	TGME49_301440	CDPK1	GO:0016020	membrane	GO:0005524;GO:0005509;GO:0004683;GO:0016773;GO:0004672	ATP binding;calcium ion binding;calmodulin-dependent protein kinase activity;phosphotransferase activity, alcohol group as acceptor;protein kinase activity	GO:0009103;GO:0006468	lipopolysaccharide biosynthetic process;protein phosphorylation	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-301440	calcium-dependent protein kinase CDPK1	nucleus - chromatin
TGME49_304500-t26_1	hypothetical protein	protein coding gene	TGME49_304500	N/A	GO:0016021	integral component of membrane	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-304500	hypothetical protein	micronemes
TGME49_304670-t26_1	leucine rich repeat-containing protein	protein coding gene	TGME49_304670	N/A	N/A	N/A	GO:0005515	protein binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-304670	leucine rich repeat-containing protein	IMC
TGME49_304955-t26_1	serine/threonine specific protein phosphatase	protein coding gene	TGME49_304955	N/A	GO:0016021	integral component of membrane	GO:0003824;GO:0004721	catalytic activity;phosphoprotein phosphatase activity	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-304955	serine/threonine specific protein phosphatase	dense granules
TGME49_305040-t26_1	HEAT repeat-containing protein	protein coding gene	TGME49_305040	N/A	N/A	N/A	N/A	N/A	GO:0006606	protein import into nucleus	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-305040	HEAT repeat-containing protein	cytosol
TGME49_305050-t26_1	calmodulin, putative	protein coding gene	TGME49_305050	N/A	N/A	N/A	GO:0005509	calcium ion binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-305050	calmodulin	IMC
TGME49_305250-t26_1	hypothetical protein	protein coding gene	TGME49_305250	N/A	GO:0016021	integral component of membrane	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-305250	hypothetical protein	rhoptries 2
TGME49_305270-t26_1	hypothetical protein	protein coding gene	TGME49_305270	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-305270	hypothetical protein	rhoptries 1
TGME49_305340-t26_1	corepressor complex CRC230	protein coding gene	TGME49_305340	CRC230	N/A	N/A	GO:0005515	protein binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-305340	corepressor complex CRC230	nucleus - chromatin
TGME49_305590-t26_1	ABC transporter transmembrane region domain-containing protein	protein coding gene	TGME49_305590	N/A	GO:0016021	integral component of membrane	GO:0008559;GO:0005524;GO:0016887;GO:0042626;GO:0005260	ABC-type xenobiotic transporter activity;ATP binding;ATP hydrolysis activity;ATPase-coupled transmembrane transporter activity;intracellularly ATP-gated chloride channel activity	GO:0055085;GO:0006810	transmembrane transport;transport	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-305590	ABC transporter transmembrane region domain-containing protein	rhoptries 2
TGME49_305980-t26_1	pyruvate dehydrogenase complex subunit PDH-E3I	protein coding gene	TGME49_305980	PDHE3I	GO:0005737;GO:0005623	cytoplasm;obsolete cell	GO:0004148;GO:0050660;GO:0016491;GO:0016668	dihydrolipoyl dehydrogenase activity;flavin adenine dinucleotide binding;oxidoreductase activity;oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor	GO:0045454;GO:0055114;GO:0008033	cell redox homeostasis;obsolete oxidation-reduction process;tRNA processing	GO:0020011	apicoplast	N/A	N/A	N/A	N/A	TGME49-305980	pyruvate dehydrogenase complex subunit PDH-E3I	apicoplast
TGME49_306030-t26_1	glutathione s-transferase, n-terminal domain containing protein	protein coding gene	TGME49_306030	N/A	N/A	N/A	GO:0005515;GO:0016740	protein binding;transferase activity	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-306030	glutathione s-transferase	unknown
TGME49_306060-t26_1	rhoptry neck protein RON8	protein coding gene	TGME49_306060	RON8	GO:0016021	integral component of membrane	N/A	N/A	N/A	N/A	GO:0045177;GO:0020011;GO:0070258	apical part of cell;apicoplast;inner membrane pellicle complex	N/A	N/A	N/A	N/A	TGME49-306060	rhoptry neck protein RON8	rhoptries 1
TGME49_306260-t26_1	hypothetical protein	protein coding gene	TGME49_306260	N/A	N/A	N/A	GO:0003824;GO:0070567	catalytic activity;cytidylyltransferase activity	GO:0008299	isoprenoid biosynthetic process	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-306260	hypothetical protein	apicoplast
TGME49_306350-t26_1	variable surface lipoprotein	protein coding gene	TGME49_306350	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-306350	variable surface lipoprotein	apical 1
TGME49_306895-t26_1	hypothetical protein	protein coding gene	TGME49_306895	N/A	GO:0016021	integral component of membrane	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-306895	hypothetical protein	rhoptries 2
TGME49_306970-t26_1	thymidylate kinase	protein coding gene	TGME49_306970	N/A	N/A	N/A	GO:0005524;GO:0004798	ATP binding;thymidylate kinase activity	GO:0006233	dTDP biosynthetic process	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-306970	thymidylate kinase	cytosol
TGME49_307605-t26_1	hypothetical protein	protein coding gene	TGME49_307605	N/A	GO:0016021	integral component of membrane	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-307605	hypothetical protein	ER 1
TGME49_308090-t26_1	rhoptry protein ROP5	protein coding gene	TGME49_308090	ROP5	N/A	N/A	GO:0005524;GO:0004672	ATP binding;protein kinase activity	GO:0006468	protein phosphorylation	GO:0020008	rhoptry	N/A	N/A	N/A	N/A	TGME49-308090	rhoptry protein ROP5	rhoptries 1
TGME49_308840-t26_1	SAG-related sequence SRS51	protein coding gene	TGME49_308840	SRS51	GO:0016020	membrane	N/A	N/A	N/A	N/A	GO:0005886	plasma membrane	N/A	N/A	N/A	N/A	TGME49-308840	SAG-related sequence SRS51	PM - peripheral 1
TGME49_308860-t26_1	hypothetical protein	protein coding gene	TGME49_308860	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-308860	hypothetical protein	apical 1
TGME49_309560-t26_1	nmda receptor glutamate-binding chain	protein coding gene	TGME49_309560	N/A	GO:0016021	integral component of membrane	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-309560	nmda receptor glutamate-binding chain	rhoptries 2
TGME49_309590-t26_1	rhoptry protein ROP1	protein coding gene	TGME49_309590	ROP1	N/A	N/A	N/A	N/A	N/A	N/A	GO:0045177;GO:0020003	apical part of cell;symbiont-containing vacuole	N/A	N/A	N/A	N/A	TGME49-309590	rhoptry protein ROP1	rhoptries 1
TGME49_309930-t26_1	melibiase subfamily protein	protein coding gene	TGME49_309930	N/A	N/A	N/A	GO:0004557;GO:0003824;GO:0004553;GO:0052692	alpha-galactosidase activity;catalytic activity;hydrolase activity, hydrolyzing O-glycosyl compounds;raffinose alpha-galactosidase activity	GO:0005975	carbohydrate metabolic process	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-309930	melibiase subfamily protein	endomembrane vesicles
TGME49_310010-t26_1	rhoptry neck protein RON1	protein coding gene	TGME49_310010	RON1	GO:0016021	integral component of membrane	N/A	N/A	N/A	N/A	GO:0045177	apical part of cell	N/A	N/A	N/A	N/A	TGME49-310010	rhoptry neck protein RON1	rhoptries 1
TGME49_310070-t26_1	methyltransferase, putative	protein coding gene	TGME49_310070	N/A	GO:0005737	cytoplasm	GO:0008168;GO:0008119	methyltransferase activity;thiopurine S-methyltransferase activity	GO:0008152;GO:0032259	metabolic process;methylation	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-310070	methyltransferase	unknown
TGME49_310240-t26_1	hypothetical protein	protein coding gene	TGME49_310240	N/A	GO:0016021	integral component of membrane	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-310240	hypothetical protein	dense granules
TGME49_310440-t26_1	membrane occupation and recognition nexus protein MORN1	protein coding gene	TGME49_310440	MORN1	N/A	N/A	GO:0018024	histone-lysine N-methyltransferase activity	N/A	N/A	GO:0045177;GO:0005737;GO:0070258;GO:0005634	apical part of cell;cytoplasm;inner membrane pellicle complex;nucleus	N/A	N/A	N/A	N/A	TGME49-310440	membrane occupation and recognition nexus protein MORN1	cytosol
TGME49_310450-t26_1	myosin heavy chain, putative	protein coding gene	TGME49_310450	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-310450	myosin heavy chain	unknown
TGME49_310740-t26_1	hypothetical protein	protein coding gene	TGME49_310740	N/A	GO:0016021	integral component of membrane	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-310740	hypothetical protein	rhoptries 2
TGME49_311010-t26_1	hypothetical protein	protein coding gene	TGME49_311010	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-311010	hypothetical protein	cytosol
TGME49_311100-t26_1	zinc finger (CCCH type) motif-containing protein	protein coding gene	TGME49_311100	N/A	N/A	N/A	GO:0046872;GO:0003676;GO:0008270	metal ion binding;nucleic acid binding;zinc ion binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-311100	zinc finger (CCCH type) motif-containing protein	nucleus - non-chromatin
TGME49_311260-t26_1	myosin light chain MLC1, putative	protein coding gene	TGME49_311260	N/A	N/A	N/A	GO:0005509	calcium ion binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-311260	myosin light chain MLC1	apical 2
TGME49_311310-t26_1	protein phosphatase 2B catalytic subunit, calcineurin family phosphatse superfamily protein	protein coding gene	TGME49_311310	N/A	N/A	N/A	GO:0016787;GO:0004721	hydrolase activity;phosphoprotein phosphatase activity	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-311310	protein phosphatase 2B catalytic subunit	cytosol
TGME49_311470-t26_1	rhoptry neck protein RON5	protein coding gene	TGME49_311470	RON5	N/A	N/A	N/A	N/A	N/A	N/A	GO:0045177;GO:0070258	apical part of cell;inner membrane pellicle complex	N/A	N/A	N/A	N/A	TGME49-311470	rhoptry neck protein RON5	rhoptries 1
TGME49_311690-t26_1	UBA/TS-N domain-containing protein	protein coding gene	TGME49_311690	N/A	N/A	N/A	GO:0005515	protein binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-311690	UBA/TS-N domain-containing protein	nucleus - chromatin
TGME49_311890-t26_1	hypothetical protein	protein coding gene	TGME49_311890	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-311890	hypothetical protein	cytosol
TGME49_312100-t26_1	plasma membrane-type Ca(2+)-ATPase A1 PMCAA1	protein coding gene	TGME49_312100	PMCAA1	GO:0016021	integral component of membrane	GO:0005524;GO:0005388;GO:0003824;GO:0016787;GO:0046872;GO:0000166	ATP binding;P-type calcium transporter activity;catalytic activity;hydrolase activity;metal ion binding;nucleotide binding	GO:0008152	metabolic process	GO:0005886	plasma membrane	N/A	N/A	N/A	N/A	TGME49-312100	plasma membrane-type Ca(2+)-ATPase A1 PMCAA1	IMC
TGME49_312110-t26_1	apicoplast-associated thioredoxin family protein Atrx1	protein coding gene	TGME49_312110	N/A	GO:0005623	obsolete cell	GO:0016209;GO:0016491;GO:0047134	antioxidant activity;oxidoreductase activity;protein-disulfide reductase (NAD(P)) activity	GO:0045454;GO:0055114	cell redox homeostasis;obsolete oxidation-reduction process	GO:0020011	apicoplast	N/A	N/A	N/A	N/A	TGME49-312110	apicoplast-associated thioredoxin family protein Atrx1	apicoplast
TGME49_312150-t26_1	hypothetical protein	protein coding gene	TGME49_312150	N/A	GO:0016021	integral component of membrane	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-312150	hypothetical protein	rhoptries 2
TGME49_312230-t26_1	DNA topoisomerase 2, putative	protein coding gene	TGME49_312230	N/A	GO:0005694	chromosome	GO:0005524;GO:0003677;GO:0003918	ATP binding;DNA binding;DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity	GO:0006259;GO:0006265	DNA metabolic process;DNA topological change	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-312230	DNA topoisomerase 2	unknown
TGME49_312270-t26_1	rhoptry protein ROP13	protein coding gene	TGME49_312270	ROP13	N/A	N/A	N/A	N/A	N/A	N/A	GO:0045177	apical part of cell	N/A	N/A	N/A	N/A	TGME49-312270	rhoptry protein ROP13	rhoptries 1
TGME49_312580-t26_1	hypothetical protein	protein coding gene	TGME49_312580	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-312580	hypothetical protein	IMC
TGME49_312622-t26_1	DUF803 domain-containing protein	protein coding gene	TGME49_312622	N/A	GO:0016021	integral component of membrane	GO:0015095	magnesium ion transmembrane transporter activity	GO:0015693	magnesium ion transport	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-312622	DUF803 domain-containing protein	IMC
TGME49_312630-t26_1	anonymous antigen-1, putative	protein coding gene	TGME49_312630	N/A	N/A	N/A	GO:0005515	protein binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-312630	anonymous antigen-1	unknown
TGME49_313080-t26_1	hypothetical protein	protein coding gene	TGME49_313080	N/A	GO:0016021	integral component of membrane	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-313080	hypothetical protein	ER 1
TGME49_313370-t26_1	hypothetical protein	protein coding gene	TGME49_313370	N/A	N/A	N/A	GO:0005515	protein binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-313370	hypothetical protein	nucleus - non-chromatin
TGME49_313380-t26_1	hypothetical protein	protein coding gene	TGME49_313380	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-313380	hypothetical protein	IMC
TGME49_313440-t26_1	hypothetical protein	protein coding gene	TGME49_313440	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-313440	hypothetical protein	dense granules
TGME49_313480-t26_1	hypothetical protein	protein coding gene	TGME49_313480	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-313480	hypothetical protein	apical 2
TGME49_313640-t26_1	hypothetical protein	protein coding gene	TGME49_313640	N/A	GO:0016021	integral component of membrane	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-313640	hypothetical protein	apicoplast
TGME49_314260-t26_1	hypothetical protein	protein coding gene	TGME49_314260	N/A	GO:0016021	integral component of membrane	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-314260	hypothetical protein	rhoptries 1
TGME49_314750-t26_1	hypothetical protein	protein coding gene	TGME49_314750	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-314750	hypothetical protein	nucleus - non-chromatin
TGME49_314820-t26_1	atp synthase F1, epsilon subunit, putative	protein coding gene	TGME49_314820	N/A	GO:0000275	mitochondrial proton-transporting ATP synthase complex, catalytic sector F(1)	GO:0046933;GO:0046961	proton-transporting ATP synthase activity, rotational mechanism;proton-transporting ATPase activity, rotational mechanism	GO:0015986	ATP synthesis coupled proton transport	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-314820	atp synthase F1	20.864923
TGME49_315140-t26_1	WD domain, G-beta repeat-containing protein	protein coding gene	TGME49_315140	N/A	N/A	N/A	GO:0005515	protein binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-315140	WD domain	unknown
TGME49_315160-t26_1	hypothetical protein	protein coding gene	TGME49_315160	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-315160	hypothetical protein	rhoptries 2
TGME49_315210-t26_1	rhoptry protein, putative	protein coding gene	TGME49_315210	N/A	GO:0016021	integral component of membrane	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-315210	rhoptry protein	unknown
TGME49_315470-t26_1	hypothetical protein	protein coding gene	TGME49_315470	N/A	GO:0016021	integral component of membrane	GO:0061630	ubiquitin protein ligase activity	GO:0006397;GO:0016567	mRNA processing;protein ubiquitination	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-315470	hypothetical protein	rhoptries 2
TGME49_315490-t26_1	rhoptry protein ROP10	protein coding gene	TGME49_315490	ROP10	N/A	N/A	N/A	N/A	N/A	N/A	GO:0045177	apical part of cell	N/A	N/A	N/A	N/A	TGME49-315490	rhoptry protein ROP10	rhoptries 1
TGME49_315510-t26_1	hypothetical protein	protein coding gene	TGME49_315510	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-315510	hypothetical protein	apical 1
TGME49_315610-t26_1	hypothetical protein	protein coding gene	TGME49_315610	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-315610	hypothetical protein	nucleus - chromatin
TGME49_315750-t26_1	hypothetical protein	protein coding gene	TGME49_315750	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-315750	hypothetical protein	IMC
TGME49_315770-t26_1	cytochrome p450 superfamily protein	protein coding gene	TGME49_315770	N/A	GO:0016021	integral component of membrane	GO:0070330;GO:0009055;GO:0020037;GO:0005506;GO:0016705	aromatase activity;electron transfer activity;heme binding;iron ion binding;oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	GO:0055114	obsolete oxidation-reduction process	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-315770	cytochrome p450 superfamily protein	mitochondrion - membranes
TGME49_315780-t26_1	myosin regulatory light chain, putative	protein coding gene	TGME49_315780	N/A	N/A	N/A	GO:0005509	calcium ion binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-315780	myosin regulatory light chain	apical 2
TGME49_316250-t26_1	hypothetical protein	protein coding gene	TGME49_316250	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-316250	hypothetical protein	dense granules
TGME49_316280-t26_1	transporter, major facilitator family protein	protein coding gene	TGME49_316280	N/A	GO:0016021	integral component of membrane	GO:0022857	transmembrane transporter activity	GO:0055085	transmembrane transport	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-316280	transporter	unknown
TGME49_316340-t26_1	hypothetical protein	protein coding gene	TGME49_316340	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-316340	hypothetical protein	IMC
TGME49_316400-t26_1	alpha tubulin TUBA1	protein coding gene	TGME49_316400	TUBA1	GO:0005737;GO:0005874;GO:0032991	cytoplasm;microtubule;protein-containing complex	GO:0005525;GO:0003924;GO:0005200	GTP binding;GTPase activity;structural constituent of cytoskeleton	GO:0007017;GO:0006184;GO:0051258	microtubule-based process;obsolete GTP catabolic process;protein polymerization	GO:0045177;GO:0070258	apical part of cell;inner membrane pellicle complex	N/A	N/A	N/A	N/A	TGME49-316400	alpha tubulin TUBA1	tubulin cytoskeleton
TGME49_316540-t26_1	IMC sub-compartment protein ISP3	protein coding gene	TGME49_316540	ISP3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-316540	IMC sub-compartment protein ISP3	IMC
TGME49_318230-t26_1	phosphoglycerate kinase PGKI	protein coding gene	TGME49_318230	PGKI	N/A	N/A	GO:0005524;GO:0004618	ATP binding;phosphoglycerate kinase activity	GO:0006096	glycolytic process	GO:0005737	cytoplasm	N/A	N/A	N/A	N/A	TGME49-318230	phosphoglycerate kinase PGKI	cytosol
TGME49_318430-t26_1	malate dehydrogenase MDH	protein coding gene	TGME49_318430	MDH	N/A	N/A	GO:0030060;GO:0003824;GO:0016491;GO:0016616	L-malate dehydrogenase activity;catalytic activity;oxidoreductase activity;oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	GO:0005975;GO:0019752;GO:0055114	carbohydrate metabolic process;carboxylic acid metabolic process;obsolete oxidation-reduction process	GO:0005739	mitochondrion	N/A	N/A	N/A	N/A	TGME49-318430	malate dehydrogenase MDH	cytosol
TGME49_318525-t26_1	hypothetical protein	protein coding gene	TGME49_318525	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-318525	hypothetical protein	rhoptries 1
TGME49_318710-t26_1	ATP-binding cassette sub-family F member 1	protein coding gene	TGME49_318710	N/A	N/A	N/A	GO:0015439;GO:0005524;GO:0016887	ABC-type heme transporter activity;ATP binding;ATP hydrolysis activity	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-318710	ATP-binding cassette sub-family F member 1	nucleus - chromatin
TGME49_318750-t26_1	deoxyribose-phosphate aldolase	protein coding gene	TGME49_318750	N/A	GO:0005737	cytoplasm	GO:0003824;GO:0004139;GO:0016829	catalytic activity;deoxyribose-phosphate aldolase activity;lyase activity	GO:0009264	deoxyribonucleotide catabolic process	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-318750	deoxyribose-phosphate aldolase	cytosol
TGME49_319530-t26_1	splicing factor SF2	protein coding gene	TGME49_319530	SF2	N/A	N/A	GO:0003723;GO:0003676	RNA binding;nucleic acid binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-319530	splicing factor SF2	nucleus - non-chromatin
TGME49_319540-t26_1	hypothetical protein	protein coding gene	TGME49_319540	N/A	N/A	N/A	GO:0005509	calcium ion binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-319540	hypothetical protein	mitochondrion - soluble
TGME49_319550-t26_1	membrane protein C17G8.08c, putative	protein coding gene	TGME49_319550	N/A	GO:0016021;GO:0016020	integral component of membrane;membrane	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-319550	membrane protein C17G8.08c	unknown
TGME49_319870-t26_1	ubiquitin-conjugating enzyme subfamily protein	protein coding gene	TGME49_319870	N/A	N/A	N/A	GO:0005524;GO:0016881;GO:0016874;GO:0016740;GO:0004842	ATP binding;acid-amino acid ligase activity;ligase activity;transferase activity;ubiquitin-protein transferase activity	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-319870	ubiquitin-conjugating enzyme subfamily protein	cytosol
TGME49_319900-t26_1	hypothetical protein	protein coding gene	TGME49_319900	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	TGME49-319900	hypothetical protein	apical 1
